"tweet.id"	"pub.date.GMT"	"content"	"dataset.author.name"	"dataset.author.nickname"	"rating.1"	"rating.2"	"rating.3"	"rating.4"	"rating.5"	"rating.6"	"rating.7"	"rating.8"	"text"	"created_at"	"user.id"	"user.screen_name"
"936482834"	"9/27/08 1:09"	"-1 McCain all over the place in his answer #tweetdebate"	"thunderberry"	"Kevin Rochowski"	"1"	"1"	"1"	""	""	""	""	""	"-1 McCain all over the place in his answer #tweetdebate"	"Sat Sep 27 01:09:01 +0000 2008"	"1040391"	"jimgoldstein"
"936482946"	"9/27/08 1:09"	"Nice, McLame divides...Republicans uniquely came to fix it. Um, ok. #tweetdebate"	"CarriBugbee"	"Carri Bugbee"	"1"	"1"	"1"	""	""	""	""	""	"Nice, McLame divides...Republicans uniquely came to fix it. Um, ok. #tweetdebate"	"Sat Sep 27 01:09:05 +0000 2008"	"12046252"	"kellyrfeller"
"936482963"	"9/27/08 1:09"	"if ur oldest candidate in history, why start with ""i'm not feeling great"" .. makes u thing ""you're not looking great either #tweetdebate"	"lulu_81"	"lulu81"	"1"	"1"	"1"	""	""	""	""	""	"if ur oldest candidate in history, why start with ""i'm not feeling great"" .. makes u thing ""you're not looking great either #tweetdebate"	"Sat Sep 27 01:09:05 +0000 2008"	"1196381"	"queenofmetrics"
"936483317"	"9/27/08 1:09"	"Obama: 1 , McCain 0 : McCain didn't answer the question #tweetdebate"	"CarriBugbee"	"Carri Bugbee"	"2"	"1"	"1"	"3.0"	"3.0"	""	""	""	"Obama: 1 , McCain 0 : McCain didn't answer the question #tweetdebate"	"Sat Sep 27 01:09:17 +0000 2008"	"14717846"	"miguelrios"
"936483373"	"9/27/08 1:09"	"Obama -1 for answering a different question #tweetdebate"	"johnmccrory"	"John McCrory"	"1"	"1"	"1"	""	""	""	""	""	"Obama -1 for answering a different question #tweetdebate"	"Sat Sep 27 01:09:19 +0000 2008"	"14935605"	"bluejack"
"936484325"	"9/27/08 1:09"	"McCain -1 for bringing in Kennedy for emotional effect #tweetdebate"	"aeditor"	"Marti McKenna"	"4"	"1"	"1"	""	""	""	""	""	"McCain -1 for bringing in Kennedy for emotional effect #tweetdebate"	"Sat Sep 27 01:09:51 +0000 2008"	"9806742"	"gwfrink3"
"936484477"	"9/27/08 1:09"	"#tweetdebate greed is how we got into this situation in the first place"	"Andrew K. Gay"	""	"1"	"3"	"1"	""	""	""	""	""	"#tweetdebate greed is how we got into this situation in the first place"	"Sat Sep 27 01:09:56 +0000 2008"	"14776451"	"jas_aiken"
"936485730"	"9/27/08 1:10"	"McCain -2 ""Are you gonna vote for the plan?"" - ""I hope so"" whatte fuck?! #tweetdebate"	"TopDogVienna"	"TopDogVienna"	"1"	"1"	"1"	"2.0"	""	""	""	""	"McCain -2 ""Are you gonna vote for the plan?"" - ""I hope so"" whatte fuck?! #tweetdebate"	"Sat Sep 27 01:10:40 +0000 2008"	"11765872"	"ajmurmann"
"936486069"	"9/27/08 1:10"	"McCain -1 for failing to meaningfully answer the question on economy #tweetdebate"	"fritzpw"	"Fred Alberti"	"1"	"2"	"1"	"1.0"	""	""	""	""	"McCain -1 for failing to meaningfully answer the question on economy #tweetdebate"	"Sat Sep 27 01:10:51 +0000 2008"	"9806742"	"gwfrink3"
"936487064"	"9/27/08 1:11"	"McCain -1 improper analogy #tweetdebate"	"FrancesFlynnTho"	"FrancesFlynnTho"	"1"	"1"	"1"	""	""	""	""	""	"McCain -1 improper analogy #tweetdebate"	"Sat Sep 27 01:11:24 +0000 2008"	"808758"	"naum"
"936487524"	"9/27/08 1:11"	"Obama -1 for not understanding economic regulation in America. #tweetdebate"	"aeditor"	"Marti McKenna"	"1"	"1"	"1"	"1.0"	""	""	""	""	"Obama -1 for not understanding economic regulation in America. #tweetdebate"	"Sat Sep 27 01:11:37 +0000 2008"	"15757104"	"jani_s"
"936489753"	"9/27/08 1:12"	"#tweetdebate -1 McCain ""we saw these problems coming"" I thought the economy was fundamentally sound"	"melrp"	"Melissa Pepper"	"1"	"1"	"1"	""	""	""	""	""	"#tweetdebate -1 McCain ""we saw these problems coming"" I thought the economy was fundamentally sound"	"Sat Sep 27 01:12:49 +0000 2008"	"14813827"	"stu"
"936490257"	"9/27/08 1:13"	"Already tired of the Wall Street v Main Street analogies. #tweetdebate"	"PinkOliveFamily"	"Susan or Sus"	"1"	"3"	"1"	"1.0"	""	""	""	""	"Already tired of the Wall Street v Main Street analogies. #tweetdebate"	"Sat Sep 27 01:13:04 +0000 2008"	"13918302"	"barbaranixon"
"936490363"	"9/27/08 1:13"	"how annoying are these animations on #Current TV.. reverting to old fashion MSNBC.. #tweetdebate"	"mysweetlife"	"mysweetlife"	"1"	"1"	"1"	""	""	""	""	""	"how annoying are these animations on #Current TV.. reverting to old fashion MSNBC.. #tweetdebate"	"Sat Sep 27 01:13:07 +0000 2008"	"8514952"	"guiambros"
"936490983"	"9/27/08 1:13"	"@current #current How can you say ""I hope so"" when you are asked the question of voting for something? You should know what yer view is!"	"Wading4U"	"Wading4U"	"1"	"1"	"1"	""	""	""	""	""	"@current #current How can you say ""I hope so"" when you are asked the question of voting for something? You should know what yer view is!"	"Sat Sep 27 01:13:27 +0000 2008"	"10450342"	"starweaver"
"936491702"	"9/27/08 1:13"	"""John, ten days ago you said the fundamentals of the economy were strong"" Hilarious #tweetdebate #current"	"c4chaos"	"~C4Chaos"	"1"	"1"	"3"	""	""	""	""	""	"""John, ten days ago you said the fundamentals of the economy were strong"" Hilarious #tweetdebate #current"	"Sat Sep 27 01:13:49 +0000 2008"	"14717846"	"miguelrios"
"936491945"	"9/27/08 1:13"	"McCain -1 for wearing a tie that makes my eyes sore. #tweetdebate"	"Scott_Drummond"	"Scott_Drummond"	"1"	"1"	"1"	"1.0"	""	""	""	""	"McCain -1 for wearing a tie that makes my eyes sore. #tweetdebate"	"Sat Sep 27 01:13:56 +0000 2008"	"806323"	"vanhoosear"
"936492695"	"9/27/08 1:14"	"McCain -1 for a total non-answer #tweetdebate"	"Duhh"	"Duhh"	"1"	"1"	"1"	""	""	""	""	""	"McCain -1 for a total non-answer #tweetdebate"	"Sat Sep 27 01:14:17 +0000 2008"	"14935605"	"bluejack"
"936493022"	"9/27/08 1:14"	"-1 McCain Contrary statements regarding the state of the economy #tweetdebate"	"PinkOliveFamily"	"Susan or Sus"	"1"	"1"	"2"	"1.0"	""	""	""	""	"-1 McCain Contrary statements regarding the state of the economy 
#tweetdebate"	"Sat Sep 27 01:14:24 +0000 2008"	"14246362"	"fred_alberti"
"936493024"	"9/27/08 1:14"	"Funny if they looked at each other I think the talking points would disappear and they might even be constructive #tweetdebate"	"fritzpw"	"Fred Alberti"	"1"	"1"	"3"	""	""	""	""	""	"Funny if they looked at each other I think the talking points would disappear and they might even be constructive #tweetdebate"	"Sat Sep 27 01:14:24 +0000 2008"	"7752402"	"albertmaruggi"
"936493427"	"9/27/08 1:14"	"Really tired of hearing the word ""mainstreet"" in the debate #tweetdebate"	"gwfrink3"	"George Frink"	"1"	"1"	"3"	""	""	""	""	""	"Really tired of hearing the word ""mainstreet"" in the debate #tweetdebate"	"Sat Sep 27 01:14:36 +0000 2008"	"816247"	"andrewkillinger"
"936493784"	"9/27/08 1:14"	"McCain -2 import/export claim? #tweetdebate"	"mabraham1"	"mark andrew abraham"	"2"	"1"	"1"	"4.0"	""	""	""	""	"McCain -2 import/export claim? #tweetdebate"	"Sat Sep 27 01:14:49 +0000 2008"	"808758"	"naum"
"936493874"	"9/27/08 1:14"	"McCain -2 Wrong Germany is the biggest exporter. Get your facts together! #tweetdebate"	"vanhoosear"	" Todd Van Hoosear"	"1"	"4"	"1"	"1.0"	""	""	""	""	"McCain -2 Wrong Germany is the biggest exporter. Get your facts together! #tweetdebate"	"Sat Sep 27 01:14:51 +0000 2008"	"11765872"	"ajmurmann"
"936494362"	"9/27/08 1:15"	"#tweetdebate -1 Mccain for not answering the question and saying ""the wall street""   between the eyeblinking +hesitation he looks weird"	"vanhoosear"	" Todd Van Hoosear"	"1"	"1"	"1"	"1.0"	""	""	""	""	"#tweetdebate -1 Mccain for not answering the question and saying ""the wall street""   between the eyeblinking +hesitation he looks weird"	"Sat Sep 27 01:15:06 +0000 2008"	"1196381"	"queenofmetrics"
"936495826"	"9/27/08 1:15"	"McCain is not answering the questions  #tweetdebate"	"rmonge4surf"	"Roberto Monge"	"1"	"3"	"1"	""	""	""	""	""	"McCain is not answering the questions  #tweetdebate"	"Sat Sep 27 01:15:40 +0000 2008"	"7057642"	"dabloguiman"
"936495855"	"9/27/08 1:15"	"McCain likes the bears in Montana joke too much #tweetdebate #current"	"emergingtech"	"emergingtech"	"1"	"1"	"1"	""	""	""	""	""	"McCain likes the bears in Montana joke too much #tweetdebate #current"	"Sat Sep 27 01:15:40 +0000 2008"	"14456822"	"duhh"
"936495925"	"9/27/08 1:15"	"-1 McCain should not joke about bear DNA #tweetdebate"	"HunterTech"	"Bryan Hunter"	"1"	"2"	"1"	""	""	""	""	""	"-1 McCain should not joke about bear DNA #tweetdebate"	"Sat Sep 27 01:15:42 +0000 2008"	"7862582"	"gminks"
"936496070"	"9/27/08 1:15"	"mccain -1 answer the question!  #tweetdebate"	"gwfrink3"	"George Frink"	"1"	"1"	"1"	"1.0"	""	""	""	""	"mccain -1 answer the question!  #tweetdebate"	"Sat Sep 27 01:15:45 +0000 2008"	"13524042"	"kennyl"
"936496087"	"9/27/08 1:15"	"-1 McCain flag waving pandering about American workers #tweetdebate"	"daveevans"	"David Evans"	"1"	"1"	"1"	""	""	""	""	""	"-1 McCain flag waving pandering about American workers #tweetdebate"	"Sat Sep 27 01:15:45 +0000 2008"	"1040391"	"jimgoldstein"
"936496331"	"9/27/08 1:15"	"-2 McCain for stringing too many colloquialisms together and post-Reaganomics sensationalism #tweetdebate"	"Duhh"	"Duhh"	"1"	"1"	"1"	""	""	""	""	""	"-2 McCain for stringing too many colloquialisms together and post-Reaganomics sensationalism #tweetdebate"	"Sat Sep 27 01:15:51 +0000 2008"	"10846482"	"mediaphyter"
"936497173"	"9/27/08 1:16"	"McCain -3 for personal attack #tweetdebate"	"Nicole Beauchemin"	""	"1"	"1"	"1"	""	""	""	""	""	"McCain -3 for personal attack #tweetdebate"	"Sat Sep 27 01:16:10 +0000 2008"	"14935605"	"bluejack"
"936498451"	"9/27/08 1:16"	"#tweetdebate generic debate so far. They won't even look at each other."	"themurmish"	"A. Murmann"	"2"	"1"	"1"	"1.0"	""	""	""	""	"#tweetdebate generic debate so far. They won't even look at each other."	"Sat Sep 27 01:16:47 +0000 2008"	"14570089"	"danstuart"
"936501351"	"9/27/08 1:18"	"so far, the debate reminds me of a school yard scolding #tweetdebate"	"jowyang"	"Jeremiah"	"1"	"4"	"1"	""	""	""	""	""	"so far, the debate reminds me of a school yard scolding #tweetdebate"	"Sat Sep 27 01:18:14 +0000 2008"	"9448792"	"mathurrell"
"936501672"	"9/27/08 1:18"	"computer for their kid? maybe the parents don't have one. #tweetdebate"	"CarriBugbee"	"Carri Bugbee"	"1"	"1"	"4"	""	""	""	""	""	"computer for their kid? maybe the parents don't have one. #tweetdebate"	"Sat Sep 27 01:18:25 +0000 2008"	"14759482"	"brookecan"
"936502132"	"9/27/08 1:18"	"@pamelawella is that what makes him look like that? have always wondered..:) #tweetdebate"	"MichelleMMM"	"Michelle M McCormack"	"4"	"1"	"1"	""	""	""	""	""	"@pamelawella is that what makes him look like that? have always wondered..:) #tweetdebate"	"Sat Sep 27 01:18:43 +0000 2008"	"1196381"	"queenofmetrics"
"936502843"	"9/27/08 1:19"	"Earmark spending has tripled over the last 5 years. Hasn't it been a Republican Administration for the last 7? #obamashot #tweetdebate"	"CarriBugbee"	"Carri Bugbee"	"1"	"1"	"1"	"1.0"	"1.0"	"1.0"	""	""	"Earmark spending has tripled over the last 5 years. Hasn't it been a Republican Administration for the last 7? #obamashot #tweetdebate"	"Sat Sep 27 01:19:03 +0000 2008"	"15301800"	"davidweiner"
"936503059"	"9/27/08 1:19"	"it's like you can see Obama trying to remember all the ""talking points"" and get his slogans out there #tweetdebate"	"lumatts"	"Luanne Mattson"	"1"	"1"	"1"	""	""	""	""	""	"it's like you can see Obama trying to remember all the ""talking points"" and get his slogans out there #tweetdebate"	"Sat Sep 27 01:19:10 +0000 2008"	"15087889"	"pnutbtrjelee"
"936503722"	"9/27/08 1:19"	"McCain: I don't mean to go back and forth??? I thought this was a debate. #tweetdebate"	"vanhoosear"	" Todd Van Hoosear"	"1"	"1"	"4"	""	""	""	""	""	"McCain: I don't mean to go back and forth??? I thought this was a debate. #tweetdebate"	"Sat Sep 27 01:19:27 +0000 2008"	"15826907"	"earmstrong"
"936504075"	"9/27/08 1:19"	"-1 McCain #tweetdebate ""I didn't win Miss Congeniality"" but his VP did!"	"teedubya"	"Travis Wright"	"1"	"1"	"1"	"1.0"	""	""	""	""	"-1 McCain #tweetdebate ""I didn't win Miss Congeniality"" but his VP did!"	"Sat Sep 27 01:19:37 +0000 2008"	"1196381"	"queenofmetrics"
"936504189"	"9/27/08 1:19"	"McCain -3 personal attack & -2 does he have evidence for this accusations to Obama #tweetdebate"	"CarriBugbee"	"Carri Bugbee"	"2"	"1"	"1"	""	""	""	""	""	"McCain -3 personal attack & -2 does he have evidence for this accusations to Obama #tweetdebate"	"Sat Sep 27 01:19:40 +0000 2008"	"15136484"	"susankang_nam"
"936504394"	"9/27/08 1:19"	"Obama on the defensive.  #tweetdebate"	"bluejack"	"bluejack"	"1"	"1"	"2"	""	""	""	""	""	"Obama on the defensive.  #tweetdebate"	"Sat Sep 27 01:19:47 +0000 2008"	"2056341"	"xylem"
"936504405"	"9/27/08 1:19"	"#current #tweetdebate #mccainshot Stop interrupting Obama McCain was just about to say my friends"	"PeterDeb"	"Peter Debreceny"	"1"	"1"	"1"	"1.0"	"1.0"	"1.0"	"1.0"	""	"#current #tweetdebate #mccainshot Stop interrupting Obama McCain was just about to say my friends"	"Sat Sep 27 01:19:47 +0000 2008"	"14456822"	"duhh"
"936504460"	"9/27/08 1:19"	"Mccain: the sherrif?  uh? #tweetdebate #current"	"FrancesFlynnTho"	"FrancesFlynnTho"	"1"	"1"	"3"	"1.0"	""	""	""	""	"Mccain: the sherrif?  uh? #tweetdebate #current"	"Sat Sep 27 01:19:49 +0000 2008"	"2878161"	"ralphpoole"
"936504555"	"9/27/08 1:19"	"Jim Lehrer is having trouble getting them actually debating... fire up guys! #tweetdebate #debate08"	"elaineschoch"	"elaineschoch"	"1"	"1"	"4"	""	""	""	""	""	"Jim Lehrer is having trouble getting them actually debating... fire up guys! #tweetdebate #debate08"	"Sat Sep 27 01:19:51 +0000 2008"	"14898808"	"agibson"
"936504645"	"9/27/08 1:19"	"McCain -1 for failing to address the keystone tax cut issue #tweetdebate"	"damnneargenius"	""	"1"	"1"	"1"	""	""	""	""	""	"McCain -1 for failing to address the keystone tax cut issue #tweetdebate"	"Sat Sep 27 01:19:53 +0000 2008"	"9806742"	"gwfrink3"
"936505751"	"9/27/08 1:20"	"McCain's laugh sounds like Bush's!!  SCARYY!!  #tweetdebate"	"3locina"	"3locina"	"1"	"1"	"1"	""	""	""	""	""	"McCain's laugh sounds like Bush's!!  SCARYY!!  #tweetdebate"	"Sat Sep 27 01:20:25 +0000 2008"	"11096862"	"mhorta"
"936505804"	"9/27/08 1:20"	"#tweetdebate they won't even make eye contact. no one is responding directly"	"xylem"	"Joel Richman "	"1"	"1"	"1"	"1.0"	""	""	""	""	"#tweetdebate they won't even make eye contact. no one is responding directly"	"Sat Sep 27 01:20:26 +0000 2008"	"13524042"	"kennyl"
"936505931"	"9/27/08 1:20"	"McCain seems to start every sentence with ""the point is that...."" #tweetdebate #current"	"aureliusmaximus"	"Marco Nunez"	"1"	"1"	"4"	"1.0"	""	""	""	""	"McCain seems to start every sentence with ""the point is that...."" #tweetdebate #current"	"Sat Sep 27 01:20:29 +0000 2008"	"14092507"	"thunderberry"
"936506034"	"9/27/08 1:20"	"rt: they are calling Palin ""Bible Spice"" now. LOL #tweetdebate"	"damnneargenius"	""	"1"	"2"	"1"	"2.0"	""	""	""	""	"rt: they are calling Palin ""Bible Spice"" now. LOL #tweetdebate"	"Sat Sep 27 01:20:33 +0000 2008"	"9448792"	"mathurrell"
"936506398"	"9/27/08 1:20"	"#tweetdebate Weird that McPain brings up all the Repub bilksters in jail. He wants to separate himself, but doesn't seem like good strategy!"	"aeditor"	"Marti McKenna"	"1"	"1"	"3"	""	""	""	""	""	"#tweetdebate Weird that McPain brings up all the Repub bilksters in jail. He wants to separate himself, but doesn't seem like good strategy!"	"Sat Sep 27 01:20:45 +0000 2008"	"13662722"	"carribugbee"
"936506977"	"9/27/08 1:21"	"McCain cant even look at him..he must have gas! #tweetdebate"	"CarriBugbee"	"Carri Bugbee"	"1"	"1"	"1"	"1.0"	""	""	""	""	"McCain cant even look at him..he must have gas! #tweetdebate"	"Sat Sep 27 01:21:02 +0000 2008"	"15627816"	"sprag1213"
"936507300"	"9/27/08 1:21"	"@MaryTrigiani Hilarious line ... would have been better if Palin didn't ... #tweetdebate"	"blackvoices"	"Black Voices"	"2"	"1"	"1"	""	""	""	""	""	"@MaryTrigiani Hilarious line ... would have been better if Palin didn't ... #tweetdebate"	"Sat Sep 27 01:21:11 +0000 2008"	"15301800"	"davidweiner"
"936507871"	"9/27/08 1:21"	"I really would like to see Obama & McCain actually engage each other,rather than just talking to the camera #current #tweetdebate"	"damnneargenius"	""	"1"	"2"	"1"	"1.0"	""	""	""	""	"I really would like to see Obama & McCain actually engage each other,rather than just talking to the camera #current #tweetdebate"	"Sat Sep 27 01:21:28 +0000 2008"	"11549612"	"martinbowling"
"936508054"	"9/27/08 1:21"	"#tweetdebate -1 Obama for not answering earmark claim by McCain"	"dbradleyfacebk"	"dbradleyfacebk"	"1"	"1"	"1"	""	""	""	""	""	"#tweetdebate -1 Obama for not answering earmark claim by McCain"	"Sat Sep 27 01:21:33 +0000 2008"	"14753323"	"organicmania"
"936508498"	"9/27/08 1:21"	"#tweetdebate McPain: we're exporting jobs 'cause of hi biz taxes. NOT because of cheap labor? Oh geez..."	"NTWhite"	"NTWhite"	"2"	"1"	"1"	""	""	""	""	""	"#tweetdebate McPain: we're exporting jobs 'cause of hi biz taxes. NOT because of cheap labor? Oh geez..."	"Sat Sep 27 01:21:45 +0000 2008"	"13662722"	"carribugbee"
"936509631"	"9/27/08 1:22"	"McCain really believes earmarks got us into this mess and tax cuts will get us out of it? #tweetdebate"	"ipapyrus"	"ipapyrus"	"2"	"1"	"1"	""	""	""	""	""	"McCain really believes earmarks got us into this mess and tax cuts will get us out of it? #tweetdebate"	"Sat Sep 27 01:22:16 +0000 2008"	"14685869"	"johnmccrory"
"936509810"	"9/27/08 1:22"	"McCain - have you tried buying health insurance for $5000 a year? #tweetdebate"	"CarriBugbee"	"Carri Bugbee"	"4"	"1"	"1"	""	""	""	""	""	"McCain - have you tried buying health insurance for $5000 a year? #tweetdebate"	"Sat Sep 27 01:22:21 +0000 2008"	"16232330"	"rockymtnrajah"
"936509870"	"9/27/08 1:22"	"#tweetdebate looks like McCain can't make eye contact with Obama and respond directly to him. dang! there goes ""my friends"" again."	"gminks"	"Gina Minks"	"1"	"2"	"1"	"1.0"	""	""	""	""	"#tweetdebate looks like McCain can't make eye contact with Obama and respond directly to him. dang! there goes ""my friends"" again."	"Sat Sep 27 01:22:24 +0000 2008"	"666913"	"c4chaos"
