from	to
29283	1201491
29283	1899671
29283	3128101
29283	3847661
29283	4215801
29283	5692542
29283	6788872
29283	6980622
29283	7770342
29283	7911232
29283	8845642
29283	9097712
29283	9376172
29283	9411482
29283	12814822
29283	14051471
29283	14084825
29283	14099695
29283	14142059
29283	14193010
29283	14296836
29283	14437914
29283	14949434
29283	15091876
29283	15224134
29283	15935927
29283	16042794
35603	816952
46963	79543
46963	820585
46963	1508231
46963	11221192
46963	11253262
46963	11752272
46963	15498363
48263	11041
48263	71323
48263	79543
48263	608473
48263	755452
48263	806323
48263	1049321
48263	1196381
48263	1201491
48263	3237221
48263	5412692
48263	8731812
48263	9317092
48263	9527242
48263	11088702
48263	12814822
48263	14185041
48263	15115131
54613	79543
54613	755452
54613	9604892
54613	14099695
54613	14181225
67923	662763
67923	766298
67923	781828
67923	806323
67923	808758
67923	980611
67923	1201491
67923	1754241
67923	1831611
67923	2056341
67923	2059051
67923	3128101
67923	4345931
67923	4503491
67923	5449422
67923	6035262
67923	7752402
67923	8069572
67923	8755102
67923	9097712
67923	9527242
67923	9643812
67923	9806742
67923	9922782
67923	10482452
67923	11488202
67923	12814822
67923	14063622
67923	14099695
67923	14127726
67923	14173840
67923	14203462
67923	14293032
67923	14397773
67923	14936051
67923	15779252
69583	808758
69583	980611
69583	1201491
69583	1355401
69583	9283282
69583	11752272
69583	14555202
69583	14561920
69583	15224134
69583	15893319
69583	16160617
69583	16287495
71323	48263
71323	641333
71323	755452
71323	1355401
71323	10105882
71323	14905300
79543	2606
79543	11041
79543	11781
79543	13453
79543	22203
79543	29283
79543	46963
79543	48263
79543	54613
79543	67923
79543	69583
79543	71323
79543	608473
79543	662763
79543	666913
79543	755294
79543	755452
79543	766298
79543	779451
79543	785164
79543	790533
79543	806323
79543	806757
79543	812569
79543	812825
79543	816202
79543	816247
79543	816950
79543	816952
79543	820585
79543	823115
79543	848901
79543	849191
79543	855601
79543	980611
79543	1040391
79543	1049321
79543	1050111
79543	1058241
79543	1196381
79543	1201491
79543	1221471
79543	1279371
79543	1371111
79543	1508231
79543	1663131
79543	1754241
79543	1831611
79543	1899671
79543	1911641
79543	1911871
79543	1959901
79543	2033051
79543	2056341
79543	2059051
79543	2540851
79543	2621551
79543	2857511
79543	2878161
79543	2896341
79543	3237221
79543	3339171
79543	3367381
79543	3370001
79543	3421641
79543	3538981
79543	3646761
79543	3737291
79543	4215801
79543	4268761
79543	4503491
79543	5449422
79543	5483462
79543	5502882
79543	5511332
79543	5717882
79543	5793822
79543	5839692
79543	5920872
79543	5998452
79543	6035262
79543	6292182
79543	6424612
79543	6471972
79543	6485392
79543	6596452
79543	6742412
79543	6788872
79543	7057642
79543	7059772
79543	7417632
79543	7419552
79543	7478632
79543	7563862
79543	7752402
79543	7762662
79543	7770342
79543	7833122
79543	7862582
79543	7899242
79543	7911232
79543	7936932
79543	7985082
79543	8006742
79543	8069572
79543	8147432
79543	8217552
79543	8245682
79543	8453202
79543	8514872
79543	8567882
79543	8755102
79543	8845642
79543	9002852
79543	9075622
79543	9179442
79543	9283282
79543	9317092
79543	9448792
79543	9527242
79543	9640622
79543	9643812
79543	9806742
79543	9861112
79543	9926792
79543	9973392
79543	9976332
79543	10054832
79543	10290042
79543	10475872
79543	10482452
79543	10499812
79543	10771662
79543	10819662
79543	10819792
79543	10846482
79543	10879802
79543	11063312
79543	11088702
79543	11096862
79543	11103302
79543	11253262
79543	11349252
79543	11390312
79543	11488202
79543	11549612
79543	11957802
79543	11965142
79543	12046252
79543	12271492
79543	12448862
79543	12814822
79543	12956942
79543	13486682
79543	13524042
79543	13662722
79543	13752462
79543	13800572
79543	13918302
79543	14052970
79543	14062535
79543	14063622
79543	14079705
79543	14083477
79543	14092507
79543	14092713
79543	14104331
79543	14127726
79543	14134488
79543	14142059
79543	14173115
79543	14182457
79543	14203462
79543	14208721
79543	14213399
79543	14226315
79543	14246362
79543	14270757
79543	14283309
79543	14296836
79543	14305351
79543	14307040
79543	14312285
79543	14328364
79543	14369841
79543	14386696
79543	14397773
79543	14437914
79543	14447648
79543	14464413
79543	14531330
79543	14576730
79543	14606165
79543	14681353
79543	14685869
79543	14753323
79543	14758805
79543	14759482
79543	14776451
79543	14781518
79543	14813827
79543	14847940
79543	14857950
79543	14898808
79543	14908714
79543	14935605
79543	14936051
79543	14949434
79543	15087889
79543	15115131
79543	15136484
79543	15152529
79543	15160137
79543	15183193
79543	15240750
79543	15251890
79543	15282783
79543	15301800
79543	15455810
79543	15504947
79543	15599470
79543	15613254
79543	15686692
79543	15738862
79543	15751665
79543	15753937
79543	15826907
79543	15834037
79543	15868503
79543	15893319
79543	15897192
79543	16103311
79543	16146965
79543	16156062
79543	16371078
286703	29283
286703	4345931
286703	9439432
286703	14142059
286703	14742520
286703	15535991
286703	15893319
371183	7857112
471323	7911232
471323	14057849
471323	14172379
471323	15091876
608473	48263
608473	79543
608473	662763
608473	755452
608473	806323
608473	816950
608473	816952
608473	973421
608473	1050111
608473	1196381
608473	1221471
608473	1355401
608473	2056341
608473	3237221
608473	3339171
608473	5998452
608473	6485392
608473	7762662
608473	7833122
608473	7898902
608473	7936932
608473	8069572
608473	8890092
608473	9283282
608473	9448792
608473	9527242
608473	9806742
608473	9861112
608473	10203582
608473	10771662
608473	11253262
608473	12721562
608473	14063622
608473	14225711
608473	14328364
608473	14385232
608473	14576730
608473	14753323
608473	14758805
608473	15115131
608473	15301800
608473	15826907
608473	15834037
623033	5511332
623623	638663
623623	799333
623623	806757
623623	816950
623623	816952
623623	3050971
623623	8147432
623623	9154132
623623	9643812
623623	11709082
623623	14084825
623623	14328774
623623	14385232
623623	14437914
623623	14581040
623623	14793018
623623	15601621
623623	15687603
638663	781828
638663	1831611
638663	7956142
641333	71323
641333	14083477
641333	14104331
643393	14109221
656663	5839692
656663	14270757
662763	11041
662763	13453
662763	29283
662763	67923
662763	69583
662763	79543
662763	608473
662763	755294
662763	755452
662763	779451
662763	806323
662763	812825
662763	816247
662763	816952
662763	823115
662763	1049321
662763	1196381
662763	1201491
662763	1221471
662763	1355401
662763	1394361
662763	1508231
662763	1899671
662763	2540851
662763	3237221
662763	5412692
662763	5717882
662763	5839692
662763	5920872
662763	6471972
662763	7563862
662763	7752402
662763	7936932
662763	8069572
662763	9075622
662763	9097712
662763	9174252
662763	9317092
662763	9448792
662763	9527242
662763	9640622
662763	9926792
662763	10203582
662763	10482452
662763	10846482
662763	11063312
662763	11253262
662763	11390312
662763	11549612
662763	12046252
662763	12271492
662763	12309692
662763	13662722
662763	13918302
662763	14062535
662763	14099695
662763	14172379
662763	14181225
662763	14182457
662763	14208721
662763	14270757
662763	14283309
662763	14296836
662763	14312285
662763	14328364
662763	14344733
662763	14386696
662763	14437914
662763	14446171
662763	14526684
662763	14531330
662763	14576730
662763	14685869
662763	14709419
662763	14719082
662763	14742520
662763	14758805
662763	14776451
662763	14857950
662763	14936051
662763	15136484
662763	15160137
662763	15163993
662763	15251323
662763	15301800
662763	15599470
662763	15613254
662763	15751665
662763	15753937
662763	15816459
662763	15826907
662763	15834037
662763	15893319
662763	15975726
662763	16156062
662763	16371078
666913	8453202
666913	12309692
666913	12448112
666913	14385232
666913	14742520
698653	781828
698653	1221471
698653	15077831
708483	79543
708483	816950
716543	13403
716543	79543
716543	10482452
755258	820585
755258	10879802
755258	11221192
755258	14468265
755294	79543
755294	1221471
755294	3646761
755294	5449422
755294	9527242
755294	11752272
755294	12309692
755294	14099695
755294	14620745
755294	15838202
755452	11041
755452	13403
755452	13527
755452	48263
755452	54613
755452	69583
755452	71323
755452	79543
755452	662763
755452	755294
755452	784984
755452	785164
755452	806323
755452	812825
755452	816202
755452	816952
755452	823115
755452	973421
755452	980611
755452	1006261
755452	1049321
755452	1196381
755452	1201491
755452	1221471
755452	1279371
755452	1355401
755452	1754241
755452	1831611
755452	2033051
755452	2059051
755452	2540851
755452	3128101
755452	3237221
755452	3370001
755452	3646761
755452	3694241
755452	4215801
755452	5717882
755452	5875352
755452	5920872
755452	6471972
755452	6485392
755452	6742412
755452	7563862
755452	7752402
755452	7833122
755452	7936932
755452	7985082
755452	8069572
755452	8217552
755452	8567882
755452	9317092
755452	9527242
755452	9604892
755452	9640622
755452	9861112
755452	10105882
755452	10203582
755452	10290042
755452	10771662
755452	11063312
755452	11096862
755452	11103302
755452	11253262
755452	11390312
755452	11549612
755452	12046252
755452	12233072
755452	12309692
755452	13226412
755452	13524042
755452	13662722
755452	14063622
755452	14134488
755452	14142059
755452	14173115
755452	14208721
755452	14246362
755452	14270757
755452	14315246
755452	14328364
755452	14386696
755452	14437914
755452	14576730
755452	14753323
755452	14756912
755452	14758805
755452	14772653
755452	14886572
755452	14936051
755452	15087889
755452	15091876
755452	15136484
755452	15152529
755452	15194469
755452	15224134
755452	15301800
755452	15455810
755452	15608555
755452	15834037
755452	15868503
755452	15893319
755452	15907731
755452	16146965
755452	16156062
755452	16371078
756977	10879802
756977	16381086
759287	29283
759287	2621551
759287	5998452
759287	9411482
759287	9412172
759841	14437914
766298	67923
766298	79543
766298	5907932
766298	9075622
766298	10846482
766298	14753323
766298	15160137
779451	79543
779451	806323
779451	820585
779451	980611
779451	1201491
779451	1221471
779451	1355401
779451	1371111
779451	1394361
779451	1508231
779451	3128101
779451	5920872
779451	8069572
779451	9317092
779451	9448792
779451	9527242
779451	9860352
779451	10290042
779451	10475872
779451	10771662
779451	12363972
779451	13284792
779451	14312285
779451	14315246
779451	14328364
779451	14446171
779451	14767356
779451	15136484
779451	15613254
779451	15834037
779451	15893319
781828	67923
784984	755452
784984	13557972
784984	14099695
784984	14105345
784984	14185041
784984	14905300
784984	15779252
784984	16138720
785164	11781
785164	13453
785164	13527
785164	79543
785164	1049321
785164	1058241
785164	1221471
785164	2056341
785164	3339171
785164	4503491
785164	7478632
785164	7770342
785164	8069572
785164	9097712
785164	11253262
785164	11349252
785164	12046252
785164	12363972
785164	14084825
785164	14437914
785668	12046252
789254	14063622
789254	14437914
789481	14099695
790533	16303271
794186	820585
794186	980611
794186	14099695
799333	12956942
799333	14099695
806323	67923
806323	79543
806323	608473
806323	662763
806323	755452
806323	779451
806323	816952
806323	1196381
806323	1221471
806323	1355401
806323	1663131
806323	1754241
806323	1911641
806323	2056341
806323	2540851
806323	5449422
806323	5692542
806323	5875352
806323	5920872
806323	6485392
806323	7752402
806323	7762662
806323	7833122
806323	7936932
806323	8069572
806323	9097712
806323	9317092
806323	9448792
806323	9527242
806323	9806742
806323	9922782
806323	10771662
806323	10846482
806323	10879802
806323	11103302
806323	12884962
806323	13662722
806323	14092713
806323	14099695
806323	14142059
806323	14437914
806323	14526684
806323	14709419
806323	14758805
806323	14759482
806323	15091876
806323	15136484
806323	15301800
806323	15834037
806323	16160617
806598	1899671
806598	15183193
806757	980611
806757	1221471
806757	1394361
806757	11752272
806757	14949434
808758	67923
808758	69583
808758	980611
808758	1831611
808758	6117452
808758	11488202
808758	13880632
808758	14132503
808758	14173840
808758	14742520
808758	15935927
812825	79543
812825	662763
812825	755452
812825	1049321
812825	1201491
812825	1221471
812825	5483462
812825	7563862
812825	8147432
812825	8217552
812825	9861112
812825	9973392
812825	10105882
812825	10482452
812825	10771662
812825	11253262
812825	13226412
812825	14437914
812825	14756912
812825	14936051
812825	15240750
812825	15935927
816202	79543
816202	755452
816202	799333
816202	1754241
816202	5875352
816202	6485392
816202	7478632
816202	15834037
816247	8069572
816247	15301800
816707	14147395
816707	14266856
816950	9097712
816952	79543
816952	806323
816952	1049321
816952	1058241
816952	1221471
816952	1355401
816952	1831611
816952	5920872
816952	6117452
816952	7752402
816952	10290042
816952	14213350
816952	14446171
816952	14758805
816952	15834037
816952	16319253
818003	14099695
820585	13403
820585	22203
820585	29283
820585	46963
820585	48263
820585	67923
820585	69583
820585	662763
820585	755258
820585	779451
820585	785164
820585	794186
820585	806323
820585	808758
820585	812825
820585	816950
820585	855601
820585	1048951
820585	1050111
820585	1058241
820585	1355401
820585	1394361
820585	1754241
820585	3093981
820585	3421641
820585	3847661
820585	4503491
820585	5689832
820585	6471972
820585	6789882
820585	6980622
820585	7014162
820585	7770342
820585	7833122
820585	9721152
820585	9861112
820585	10203582
820585	10879802
820585	11253262
820585	11965142
820585	12168662
820585	13557972
820585	14173840
820585	14258734
820585	14293032
820585	14302121
820585	14427857
820585	14468265
820585	14550221
820585	14607890
820585	14685869
820585	14758805
820585	14908714
820585	15224134
820585	15240750
820585	15275677
820585	15535991
820585	15601621
820585	15672036
820585	15677282
820585	15935927
820585	16180100
820585	16377981
823115	22203
823115	79543
823115	662763
823115	755452
823115	1048951
823115	1196381
823115	1201491
823115	7563862
823115	7752402
823115	9317092
823115	9527242
823115	10475872
823115	10482452
823115	12271492
823115	13918302
823115	15160137
823115	15301800
838791	1201491
848901	79543
848901	9527242
848901	9926792
848901	11390312
848901	14142059
855601	79543
855601	1201491
855601	12448112
855601	14756912
873311	14282169
922151	3128101
922151	5511332
922151	7918672
922151	9649222
922151	13880632
922151	14282169
922151	15037964
922151	15091876
922151	15150152
922151	15186308
922151	15572565
922151	15664760
922151	15694556
922151	15767195
922151	16287495
973421	608473
973421	755452
973421	1221471
973421	5875352
973421	8755102
973421	9174252
973421	9317092
973421	9527242
973421	14063622
973421	14173115
973421	14328364
973421	14709419
973421	15091876
973421	15115131
980611	10355
980611	13453
980611	67923
980611	69583
980611	79543
980611	779451
980611	794186
980611	808758
980611	1201491
980611	1355401
980611	1754241
980611	1831611
980611	2059051
980611	2540851
980611	3128101
980611	3847661
980611	5879192
980611	5920872
980611	6424612
980611	6789882
980611	7057642
980611	7478632
980611	7770342
980611	7898902
980611	8069572
980611	8567882
980611	9097712
980611	9643812
980611	9806742
980611	10771662
980611	13662722
980611	14063622
980611	14104331
980611	14132503
980611	14173840
980611	14182457
980611	14213399
980611	14246362
980611	14293032
980611	14296836
980611	14385232
980611	14446171
980611	14620745
980611	14756912
980611	14793018
980611	15115131
980611	15136484
980611	15194469
980611	15487858
980611	15504947
980611	15672036
980611	15779252
980611	15838202
980611	15856895
980611	15983210
1006261	1221471
1006261	10879802
1006261	14246362
1040391	11041
1040391	13403
1040391	29283
1040391	79543
1040391	1831611
1040391	4215801
1040391	6411542
1040391	7770342
1048951	79543
1048951	823115
1048951	1050111
1048951	1394361
1048951	3137331
1048951	3339171
1048951	3421641
1048951	3538981
1048951	5752932
1048951	11246242
1048951	12814822
1048951	15071040
1049321	13527
1049321	785164
1049321	1058241
1049321	1221471
1049321	6117452
1049321	8169862
1049321	9527242
1049321	9640622
1049321	9806742
1049321	10879802
1049321	14051471
1049321	14063622
1049321	14328364
1049321	15091876
1050111	22203
1050111	29283
1050111	69583
1050111	608473
1050111	820585
1050111	1048951
1050111	1049321
1050111	1754241
1050111	2059051
1050111	2150981
1050111	3099501
1050111	3137331
1050111	3370001
1050111	3421641
1050111	5446992
1050111	5511332
1050111	5879192
1050111	5998452
1050111	6788872
1050111	6980622
1050111	7752402
1050111	7770342
1050111	7807512
1050111	7911232
1050111	7918672
1050111	9376172
1050111	9649222
1050111	9717322
1050111	10475872
1050111	10879802
1050111	11246242
1050111	11253262
1050111	11349252
1050111	11895852
1050111	12814822
1050111	13786762
1050111	14128054
1050111	14132503
1050111	14293032
1050111	14385232
1050111	14744335
1050111	15077831
1050111	15150152
1050111	15163993
1050111	15186308
1050111	15224134
1050111	15572565
1050111	15664760
1050111	15694556
1050111	15698349
1050111	15738862
1050111	15753937
1050111	15756083
1050111	15767195
1050111	15816098
1050111	15975726
1050111	16081231
1050111	16192159
1050111	16287495
1050111	16461236
1058241	79543
1058241	785164
1058241	806323
1058241	816952
1058241	820585
1058241	1049321
1058241	1201491
1058241	1221471
1058241	1355401
1058241	5907932
1058241	6788872
1058241	8069572
1058241	10290042
1058241	10879802
1058241	14173840
1058241	14328364
1058241	14427857
1058241	14437914
1058241	14756912
1058241	14905300
1058241	15608555
1058241	15834037
1196381	48263
1196381	54613
1196381	67923
1196381	69583
1196381	79543
1196381	608473
1196381	662763
1196381	755452
1196381	806323
1196381	823115
1196381	1201491
1196381	1221471
1196381	1355401
1196381	1831611
1196381	2540851
1196381	3737291
1196381	5483462
1196381	5717882
1196381	5839692
1196381	5998452
1196381	7563862
1196381	7702542
1196381	7752402
1196381	7833122
1196381	8069572
1196381	8755102
1196381	9097712
1196381	9317092
1196381	9527242
1196381	9861112
1196381	9926792
1196381	10290042
1196381	10716532
1196381	11063312
1196381	12046252
1196381	12271492
1196381	12814822
1196381	13524042
1196381	13918302
1196381	14062535
1196381	14099695
1196381	14203462
1196381	14606165
1196381	14742520
1196381	14753323
1196381	14758805
1196381	14776451
1196381	15091876
1196381	15152529
1196381	15160137
1196381	15183193
1196381	15251323
1196381	15301800
1196381	15826907
1196381	15893319
1196381	16371078
1201491	10355
1201491	11041
1201491	67923
1201491	69583
1201491	79543
1201491	662763
1201491	755452
1201491	855601
1201491	1058241
1201491	1221471
1201491	1754241
1201491	1831611
1201491	1911641
1201491	2540851
1201491	3421641
1201491	5449422
1201491	5692542
1201491	5717992
1201491	5793822
1201491	5839692
1201491	5998452
1201491	6292182
1201491	6485392
1201491	6742412
1201491	6789882
1201491	7702542
1201491	7770342
1201491	7898902
1201491	7985082
1201491	8147432
1201491	9317092
1201491	9411482
1201491	9448792
1201491	9527242
1201491	9640622
1201491	9861112
1201491	9973392
1201491	9976332
1201491	10054832
1201491	10290042
1201491	10482452
1201491	11063312
1201491	11253262
1201491	11549612
1201491	11752272
1201491	12453702
1201491	12956942
1201491	14062535
1201491	14185041
1201491	14199050
1201491	14213399
1201491	14246362
1201491	14270757
1201491	14293032
1201491	14312285
1201491	14753323
1201491	14756912
1201491	14924971
1201491	14936051
1201491	15091876
1201491	15115131
1201491	15136484
1201491	15152529
1201491	15194469
1201491	15487858
1201491	15672036
1201491	15868503
1201491	15893319
1221471	10516
1221471	67923
1221471	71323
1221471	608473
1221471	662763
1221471	779451
1221471	806323
1221471	816952
1221471	973421
1221471	1006261
1221471	1049321
1221471	1196381
1221471	1201491
1221471	1355401
1221471	1508231
1221471	1663131
1221471	1754241
1221471	1911641
1221471	2059051
1221471	3421641
1221471	5483462
1221471	5839692
1221471	5875352
1221471	5920872
1221471	5998452
1221471	6485392
1221471	7057642
1221471	7563862
1221471	7752402
1221471	7833122
1221471	7911232
1221471	7985082
1221471	8069572
1221471	9075622
1221471	9097712
1221471	9317092
1221471	9448792
1221471	9527242
1221471	10203582
1221471	10323542
1221471	11253262
1221471	11390312
1221471	11752272
1221471	12956942
1221471	13573582
1221471	13918302
1221471	14203462
1221471	14225711
1221471	14270757
1221471	14293032
1221471	14328364
1221471	14753323
1221471	14758805
1221471	15091876
1221471	15183193
1221471	15224134
1221471	15698349
1221471	15779252
1221471	15893319
1268571	79543
1279371	755452
1279371	5449422
1279371	8069572
1279371	9527242
1279371	11752272
1355401	13403
1355401	69583
1355401	71323
1355401	79543
1355401	608473
1355401	662763
1355401	755452
1355401	779451
1355401	806323
1355401	816952
1355401	820585
1355401	980611
1355401	1058241
1355401	1221471
1355401	1394361
1355401	5920872
1355401	6485392
1355401	6788872
1355401	7762662
1355401	7833122
1355401	7936932
1355401	8845642
1355401	9317092
1355401	9411482
1355401	9448792
1355401	9527242
1355401	9806742
1355401	9833962
1355401	10771662
1355401	11379982
1355401	14062535
1355401	14063622
1355401	14526684
1355401	14758805
1355401	14949434
1355401	15136484
1355401	15893319
1371111	3558391
1371111	14203462
1394361	806757
1394361	1355401
1394361	5449422
1394361	13226412
1394361	14099695
1394361	14437914
1394361	14949434
1427871	14084825
1508231	46963
1508231	79543
1508231	662763
1508231	779451
1508231	1221471
1508231	5839692
1508231	6117452
1508231	7478632
1508231	7762662
1508231	7862582
1508231	9527242
1508231	10846482
1508231	11063312
1508231	11103302
1508231	11549612
1508231	12046252
1508231	13662722
1508231	14127726
1508231	14768116
1508231	15136484
1587001	14708401
1624111	2849211
1624111	13486682
1663131	79543
1663131	806323
1663131	1221471
1663131	2540851
1663131	2878161
1663131	8069572
1695811	15359125
1698721	755258
1698721	1268571
1698721	6685882
1698721	7234932
1698721	12884962
1711821	1959901
1711821	5449422
1711821	7261022
1711821	9174252
1711821	10846482
1711821	11063312
1711821	14173840
1711821	14561920
1711821	14709419
1711821	15893319
1754241	11041
1754241	67923
1754241	79543
1754241	806323
1754241	980611
1754241	1201491
1754241	1221471
1754241	3128101
1754241	5511332
1754241	6742412
1754241	7702542
1754241	8069572
1754241	10475872
1754241	12814822
1754241	14132503
1754241	14172379
1754241	14437914
1754241	14709419
1754241	14744335
1754241	15186308
1754241	15599470
1754241	15664760
1754241	15767195
1828441	14147395
1831611	10516
1831611	67923
1831611	79543
1831611	638663
1831611	816952
1831611	1040391
1831611	1201491
1831611	1221471
1831611	3103421
1831611	9922782
1831611	9926792
1831611	12046252
1831611	14185041
1878461	11781
1878461	789254
1878461	794186
1878461	980611
1878461	1754241
1878461	3339171
1878461	3538981
1878461	8006742
1878461	8514872
1878461	11349252
1878461	14079705
1899671	29283
1899671	3128101
1899671	15183193
1911641	67923
1911641	79543
1911641	755452
1911641	806323
1911641	1201491
1911641	1221471
1911641	1394361
1911641	2059051
1911641	3128101
1911641	5692542
1911641	6742412
1911641	7470422
1911641	8755102
1911641	9146202
1911641	9411482
1911641	9643812
1911641	11488202
1911641	11752272
1911641	11840852
1911641	12814822
1911641	14062535
1911641	14128054
1911641	14328364
1911641	14555801
1911641	14742520
1911641	14857950
1911641	14936051
1911641	15136484
1911641	15152529
1911871	14147395
1959901	5920872
1959901	6742412
1959901	14225711
2033051	1394361
2033051	14369841
2033051	14767356
2056341	67923
2056341	806323
2056341	2183531
2056341	9317092
2056341	9411482
2056341	9527242
2056341	11253262
2056341	14063622
2056341	14742520
2056341	14758805
2056341	15091876
2056341	15136484
2059051	67923
2059051	1050111
2059051	1221471
2059051	3128101
2059051	5449422
2059051	5511332
2059051	6742412
2059051	7752402
2059051	10475872
2059051	14063622
2059051	14132503
2059051	14282169
2059051	14555801
2059051	14709419
2059051	14744335
2059051	15163993
2059051	15186308
2059051	15664760
2059051	15756083
2059051	16103311
2150981	1705
2150981	13527
2150981	29283
2150981	785164
2150981	820585
2150981	1048951
2150981	1049321
2150981	1050111
2150981	3099501
2150981	3137331
2150981	3421641
2150981	5689832
2150981	5752932
2150981	5998452
2150981	7770342
2150981	8845642
2150981	8890092
2150981	11253262
2150981	11349252
2150981	14142059
2150981	14302121
2150981	14949434
2150981	15664760
2182641	13453
2182641	29283
2182641	35603
2182641	48263
2182641	79543
2182641	208163
2182641	608473
2182641	656663
2182641	666913
2182641	755452
2182641	759287
2182641	790533
2182641	794186
2182641	808758
2182641	816247
2182641	1048951
2182641	1049321
2182641	1196381
2182641	1221471
2182641	1754241
2182641	2878161
2182641	3237221
2182641	3339171
2182641	4503491
2182641	5794302
2182641	6741632
2182641	7752402
2182641	7833122
2182641	9146202
2182641	9439432
2182641	9833962
2182641	11063312
2182641	11253262
2182641	11362082
2182641	12233072
2182641	12448862
2182641	14051471
2182641	14052970
2182641	14098035
2182641	14142059
2182641	14147395
2182641	14174847
2182641	14293032
2182641	14302121
2182641	14493688
2182641	14550221
2182641	14756912
2182641	15024293
2182641	15599470
2182641	15952927
2183531	2056341
2183531	5998452
2183531	6485392
2183531	8755102
2183531	9058502
2183531	9412172
2183531	12309692
2183531	13918302
2183531	14063622
2183531	14213399
2183531	14793018
2183531	15252189
2183531	15635867
2183531	15779252
2189991	10879802
2189991	14550221
2334631	5692542
2540851	79543
2540851	662763
2540851	755452
2540851	806323
2540851	816950
2540851	980611
2540851	1196381
2540851	1201491
2540851	1221471
2540851	1663131
2540851	5717882
2540851	5920872
2540851	6485392
2540851	7752402
2540851	7770342
2540851	7833122
2540851	8069572
2540851	9097712
2540851	9527242
2540851	9861112
2540851	10290042
2540851	11253262
2540851	11549612
2540851	12233072
2540851	14062535
2540851	14173115
2540851	14386696
2540851	14437914
2540851	15893319
2621551	759287
2621551	9411482
2621551	12046252
2765491	2606
2787761	14099695
2849211	1624111
2849211	5010931
2849211	14079705
2857511	12453702
2878161	806323
2878161	1663131
2878161	8069572
2878161	10482452
2896341	11063312
2896341	15816459
2941831	15251323
3093981	14099695
3099501	13527
3099501	22203
3099501	785164
3099501	789254
3099501	1050111
3099501	1663131
3099501	2150981
3099501	3339171
3099501	3370001
3099501	5998452
3099501	6411542
3099501	7770342
3099501	9439432
3099501	10482452
3099501	14099695
3099501	14246362
3099501	14259159
3099501	14314756
3099501	14437914
3099501	14787076
3099501	14793018
3099501	14898808
3099501	14936051
3099501	15215393
3099501	16371078
3103421	1831611
3128101	67923
3128101	755452
3128101	779451
3128101	922151
3128101	1050111
3128101	1754241
3128101	1899671
3128101	1911641
3128101	2059051
3128101	3137331
3128101	5446992
3128101	5449422
3128101	5511332
3128101	5920872
3128101	6788872
3128101	6980622
3128101	7470422
3128101	7702542
3128101	7918672
3128101	8755102
3128101	9643812
3128101	10475872
3128101	11246242
3128101	11449752
3128101	11488202
3128101	12814822
3128101	13880632
3128101	14099695
3128101	14128054
3128101	14132503
3128101	14172379
3128101	14246362
3128101	14282169
3128101	14325463
3128101	14385232
3128101	14437914
3128101	14555801
3128101	14744335
3128101	15150152
3128101	15152529
3128101	15186308
3128101	15224134
3128101	15599470
3128101	15664760
3128101	15693337
