user.id	author.nickname	content	sentiment	annotator id	comment	dispute
77015676.0	RAMansour	This Executive Order crap is a farce. It's not binding! It will be ignored. We won't forget these sellouts in November. #tcot #hcr	negative	jbaldridge		
15174710.0	MomsRising	Rep. Sanchez still undecided! Tweet @lorettasanchez NOW to vote yes on #HCR. 1/4 in CA uninsured - 190,000 in her dist!  Please RT	positive	reuschj		
5496932.0	NRCC	Retiring Dem Tanner's (D-TN) `NO' vote on #hcr takeover forces Pelosi to find another `YES' http://is.gd/aRO4y #gopcodered	negative	reuschj	#gopcodered implies negative to hcr	
37063147.0	tdpwells	The American Republic will endure until the day Congress discovers that it can bribe the public with the public's money.'' #tcot #hcr	negative	jbaldridge		
18925783.0	RightKlik	Newsflash for libs: It's not health care. It's taxation, debt, bureaucracy, regulation, & control #hcr #p2 #tcot	negative	reuschj	Target could also be liberals	
17233536.0	ColorMeRed	Stupak's office is counting calls...just say NO..nothing else. Be grateful that you can get through. 202-225-4735 #hcr #killthebill	negative	jbaldridge		
70812966.0	RedDevilRio	IRS DIRECT WITHDRAWAL FROM YOU BANK ACCT? @neilabercrombie @reptammybaldwin #tweetcongress #hcr http://bit.ly/IRSDirectWithdrawal	negative	jbaldridge		
50769180.0	IngrahamAngle	Disturbance in the House gallery #tcot #hcr	negative	reuschj	Though seems neutral or irrelevant, #tcot is a conservative group	
40959209.0	tonygk	Nobody wants to be the deciding vote on the most historic, compassionate, and moral legislation ever. #hcr	positive	reuschj	Almost sounds neutral, but descriptors point otherwise	
29350302.0	secularstupiddd	RT @GaryWhitney: Rep Jan Schakowsky: 50 Dems Wld Walk If Stupak Language Is Re-Ins http://bit.ly/WalkOut #hcr #tcot #killthebill #teaparty	neutral	reuschj		
26918145.0	midlifechick	Tell STUPAK to vote No on #HCR: Phone: (202) 225 4735 Fax: (202) 225 4744 use FREE/online http://is.gd/aROYx  for faxing	negative	reuschj		
14465607.0	latimestot	Why wait for the House? Cast your vote on Obamas healthcare bill now; See the trend http://bit.ly/8YtetO #tcot #sgp #dc @#hcr #p2 #politics	negative	reuschj	Tags would imply this is negative	
55018701.0	EvanGlassCNN	Staten Island's Michael McMahon will vote against #hcr	neutral	supadhyay		
15380559.0	bluffcityjk	Where was all this public passion when they passed the Patriot Act (and really did erode our liberty)? #hcr	positive	reuschj	In some way it is a neg toward liberals who were silent then, but seems to be from a hcr supporter	
14347931.0	rkref	RT @mardod: Quick procedural question, does Hoyer pour the Gatorade over Pelosi's head when they get to 216 or when the vote is over? #hcr	positive	reuschj		
68543202.0	jane747	POLLING PROOF: VOTE YES TODAY -- SAY BYE BYE IN NOV @repblumenauer @repcarnahan #tweetcongress #hcr http://bit.ly/AdviceForDems	negative	reuschj		
14728168.0	MelissaTweets	RT @jasoncarini: STUPAK office recording yeas & nays of callers on #hcr bill - PLS call 202.225.4735 #tcot #sgp #rfvradio (via @MediaLizzy)	negative	reuschj	Hard to tell, though prob negative as #tcot is tagged 	
25504953.0	D_R_Berry	I was able to reach Stupak's office! Call 202-225-4735 now!! #tcot #killthebill #hcr #tweetcongress	negative	reuschj	Tags would imply this is negative	
14377605.0	DemocratsDotOrg	RT @RepMikeHonda: Today we'll fix a broken health ins. system. #HCR is not about politics, it is a matter of justice & basic human decency.	positive	reuschj		
26812918.0	afashionfan	RT @SaysMissy I'm so Proud of my fellow Patriots in DC chanting  #KILLTHEBILL #KILLTHEBILL #KILLTHEBILL #KILLTHEBILL #KILLTHEBILL  #hcr	negative	reuschj		
22280445.0	HEALTH_NOTES	2:10P - House Rule Chair Louise Slaughter (D-NY) calls up ''rule'' on House #hcr floor procedure - THEY'RE OFF!	neutral	jbaldridge		
17934084.0	ConservativeLA	Paul Ryan on floor. ''The mother of all unfunded mandates.'' #killthebill #HCR #codered #tcot	negative	jbaldridge		
18664838.0	mparent77772	If phones busy, FAX Reps: http://bit.ly/LYH2U Use FREE/online fax: http://bit.ly/13F4ge /@GottaLaff @charyl @Gr8RDH \n#hcr #hc	neutral	jbaldridge		
84724690.0	knowandlove	RT @Ben_Howe: Stupak  he's recording yay/nay call-ins to help make his decision. (202) 225-4735  CALL NOW!  KEEP TRYING! #tcot #hcr	neutral	jbaldridge		
77062281.0	SandiBehrns	Cantor pushing memo that Dems are 7 votes short, but he assumes 12 Stupak block votes. I think we're done. http://bit.ly/9ipfOd #hcr #p2	neutral			
94653136.0	TAPerkLaw	RT @Natspolitics: the answer to 1984 is 1776 #killthebill #tcot #hcr #handsoff #GOP #codered	negative	tsmoon	also negative on socialism and totalitarianism (!) so, for these people, this means neg on liberals	
27783848.0	TheFlaCracker	@WeThePeople1st: ''We will not waver,we will not tire, we will not falter, & we will not fail.'' - #TWEETCONGRESS #KILLTHEBILL #TEAPARTY #HCR	negative	tsmoon	also: positive on conservatives	
16081831.0	meredithshiner	Crammed into an elevator with reporters Stupak says he's still a ''no'' and that no agreement has been reached. #hcr	neutral	nsudan	news	
15119140.0	maureenjohnson	Of all forms of inequality, injustice in health care is the most shocking and inhumane.'' -MLK #HCR	positive	tsmoon	also positive on liberals	
114050808.0	LisaDCNN	Shouldn't walk and tweet RT @deidrewalshcnn rode elevator with Stupak - still a no. Sez... he has enuf votes to make the difference on #hcr	neutral	cbrown		
17693487.0	kelsie1983	MSNBC: Stupak ''yes'' vote confirmed--#HCR bill almost certain to pass. ~ http://bit.ly/9xoh3C	positive	cbrown		
34698840.0	AmericanInkling	Stupak & Co. should be looking at how Scott Brown became a national hero after opposing OCare-better than being national traitor. #tcot #hcr	negative	cbrown	equally positive on gop	
15976697.0	michellemalkin	RT @BDayspring: Breaking: The Hill reports ''Dems don't appear to have 216 hours before #hcr vote'' \n http://ow.ly/1p5fL	negative	tsmoon	also negative on dems	
5227331.0	Cubachi	RT @michellemalkin RT @BDayspring: Breaking: The Hill reports ''Dems don't appear to have 216 hours before #hcr vote'' http://ow.ly/1p5fL	negative	tsmoon	also negative on dems	
20819456.0	GetsGreased	Paul Ryan on Floor: Only way for Govt Takeover to be fiscally responsible will be to ration #healthcare. #tcot #hcr #p2 #teaparty	negative	cbrown	grounds: fiscal	
16787084.0	EdMorrissey	RT @michellemalkin: RT @BDayspring: Breaking: The Hill reports ''Dems don't appear to have 216 hours before #hcr vote'' http://ow.ly/1p5fL	negative	tsmoon		
15976697.0	michellemalkin	RT @toddstarnes: Dem  Chaka Fattah compares Healthcare passage  to the resurrection of Jesus Christ. #hcr	neutral	cbrown	nested: positive on hcr	
23696410.0	BrentTeichman	@RepPaulRyan just now on the floor of the House of Reprehensibles: ''This Bill is a Fiscal Frankenstein'' #HCR	negative	cbrown	grounds: fiscal	
25891954.0	DiggsWayne	Why don't the people against #HCR just confess to the fact that they are in love with the idea of genocide?	positive	cbrown	powerful	
41373006.0	sarahlee310	YouTube - Pelosi walks with 1965 Medicare gavel http://bit.ly/bwXUUa #HCR #p2 #topprog	unsure	cbrown		
13491312.0	timryan	RT @rborntrager Health care bill has been posted for 72 hours now. #hcr #p2	neutral	nsudan	commentary	
15976697.0	michellemalkin	RT @cathymcmorris: Rep. Paul Ryan just summarized it best: ''This bill is a fiscal Frankenstein'' #hcr	negative	cbrown	grounds: fiscal	
21954033.0	SgBz	The smaller the gov't, the more it looks like Somalia #p2 #hcr #px #tcot #teaparty #christian	unsure	cbrown		
43035186.0	Sannri	PHOTO :-) we'll see which side of  #hcr he's on after the vote RT @MarkShepard Unusual pic of Bald Eagle ''dancing'' http://bit.ly/17q50x	neutral	cbrown		
16434558.0	LyndaOFA	Now hearing the #HCR vote may be pushed to late tonight. Keep the calls going: http://bit.ly/cN47E1 #OFA #p2	neutral	nsudan	if combined with the following tweet.....might indicate negative sentiment	
19430999.0	KING5Seattle	House debate on Health Care Bill - watch live: http://bit.ly/9JXO9e via @msnbc  [vote expected this evening]  #hcr	neutral	cbrown		
26010462.0	KarenWhitworth	Grrrrrr ]-/ RT @HenryJennings: Since when does ''massive tax hike on everyone'' get passed off as ''glorious deficit reduction''? #teaparty #hcr	negative	cbrown		
47142049.0	ThankGod4Karma	This bill is a fiscal Frankenstein.'' - Rep. Paul Ryan #hcr #tcot	negative	speriosu		
28902856.0	Todd_Zwillich	Rep DeGette sez pro choice members in 1 rm, Stupak in another, with WH & Pelosi officials running shuttle between them #hcr	neutral	nsudan	pro-choice	
15454730.0	paustin110	Kill The Bill Sunday (UPDATED): http://bit.ly/9ZeH5e Just updated - they still DO NOT have the votes!  #killthebill #hcr	negative	nsudan		
96631550.0	theantimarxist	@reppaulryan thank you for all your efforts on #hcr ! #killthebill	negative	nsudan	kill the bill	
15950463.0	christinakb	BREAKING FROM CAP HILL: NO vote until at least 4:30p - may go to midnight. THEY DON'T HAVE THE VOTES - CALL-CALL-CALL!! #tcot #th2dc #hcr	negative	jbaldridge	#tcot indicates they are against	
16348437.0	BuckMcKeon	VFW: #HCR Bill Betrays Veterans - bill doesn't protect health programs for veterans, service-members or their families http://ow.ly/1p5jt	negative	jbaldridge		
102872327.0	YankAirPirate	TYRANNY is TAXING Medical Procedures and Devices http://bit.ly/SMARTChoice #tweetcongress #hcr	negative	efp		
15976697.0	michellemalkin	RT @AoSHQ: Voting Begins http://bit.ly/9JbVLp #hcr (the vote to proceed on the vote)	neutral	nsudan	commentary	
102872327.0	YankAirPirate	TYRANNY is a 2000+ Page Bill That NOBODY CAN UNDERSTAND #tweetcongress #hcr	negative	efp		
16226652.0	Citizen1452	Rep. Devin Nunes (R-CA) attacks VA healthcare on C-Span. Keeps repeating less government, less taxes. #hcr #healthcare Vote this bum out!	neutral	nsudan	commentary on hcr media	
765210.0	chrismurvine	A further loss of liberty is upon us as the nimrods in Washington vote on #hcr. Enjoy your freedom while you can...	negative	jbaldridge		
102872327.0	YankAirPirate	ARE YOU ONE OF NANCY'S USEFUL IDIOTS? - YOU GO IN NOV @usrepmikedoyle @repmikehonda #tweetcongress #hcr http://bit.ly/AdviceForDems	negative	nsudan		
21417832.0	standinthegap	So BO is 4 your #healthcare as long as you're NOT a senior & you're NOT in the womb & you're NOT near death? #hcr #tlot #tcot #killthebill	negative	speriosu		
25297764.0	GoonrGrrl	I would rather have the govt. involved in my health care than some rich asshole millionaire on a yacht telling me I can't have ANY! #hcr	positive	speriosu		
18964129.0	purist1	If U like how the Post Office is run, you'll like Govt Controlled Health Care. #HCR #handsoff #healthcare	negative	nsudan	assuming people don't like how the post office is run :)	
14554800.0	fatherz	as recent as 20 min ago, Stupak is still a NO vote according to Carl Cameron #tcot #hcr	neutral	jbaldridge		
26812918.0	afashionfan	RT @AsAMomOrg RT @usvoteout: RT @jetts424 up 2 the minute: 2:47 -- Stupak is telling Fox that he's still a ''no.'' #hcr #KILLTHEBILL	unsure	nsudan	would have labeled as neutral if not for #killthebill hashtag	
18286677.0	skigarmisch	If u think the #hcr bill will be better 4Americans, I've got a bridge 2sell you in Brooklyn. #p2 #tcot #killthebill #sgp	negative	speriosu		
55018701.0	EvanGlassCNN	Darrell Issa makes a point of order saying #hcr was product of backroom deals, out of public light and full of earmarks	neutral	squeaky	just a report of politician's negative statements	
118483149.0	iluvscoops	Rep. Nunes ''There is no free lunch in this world'' aka, get a job and fund your own health care.#hcr, #C-SPAN. (via @TeresainCali)	negative	speriosu		
13850422.0	CNNPolitics	RT @DanielleCNN: Curious how #HCR will impact you? Send me your Q's! @SanjayGuptaCNN is LIVE w/ @WolfBlitzer & will answer them for you!	neutral	speriosu		
15976697.0	michellemalkin	RT @HealthReformNow: Procedural vote to move forward on #hcr passes 228-195	neutral	speriosu		
50769180.0	IngrahamAngle	NRCC count: 214 NO, 213 YES - Dahlkemper (PA), Berry (AR), Kanjorski (PA), McMahon (NY) undecided #tcot #hcr	neutral	efp		
19409472.0	cprater	RT @IngrahamAngle: NRCC count: 214 NO, 213 YES - Dahlkemper (PA), Berry (AR), Kanjorski (PA), McMahon (NY) undecided #tcot #hcr #killthebill	negative	speriosu		
36695729.0	PatrickinOH	RT @IngrahamAngle NRCC count: 214 NO, 213 YES - Dahlkemper (PA), Berry (AR), Kanjorski (PA), McMahon (NY) undecided #tcot #hcr	neutral	speriosu		
88332314.0	AngelaRMLash	RT @rachellefriberg: Woot woot San Diego's own @DarrellIssa is ROCKING the House floor!!!Making San Diego proud!!! #hcr #killthebill #fb	negative	speriosu		
84664241.0	TCOAmerica	Unless a deal is struck w/ Stupak, Dems appear 2 B short on votes http://is.gd/aRSX9 #hcr #tcot #sgp #tlot #hhrs #ocra  #teaparty #iamthemob	neutral	efp		
14272120.0	Adriennevh	Whoopi Goldberg said it best when speaking about #hcr.  directed to members of the house and senate ''Gimme what YOU got''.	positive	efp		
32389958.0	pinnie99	TYRANNY is taking Health Care Choices AWAY from Seniors #tweetcongress #hcr http://bit.ly/dcx9KO	negative	wding		
18000662.0	PJTV	Tune in to http://PJTV.com for LIVE COVERAGE of updates on the #hcr debate from D.C. http://bit.ly/9MZ97r #tcot #killthebill #obamacare	negative	speriosu		
23028892.0	wingnut71	RT @NRCC: Pomeroy (D-ND) ends his silence - and career - will vote `YES' on #hcr takeover http://bit.ly/dnlCD8 #gopcodered via @AngelaRMLash	negative	speriosu		
91414089.0	petersmulowitz	want a real #hcr policy expert in the Massachusetts State House? Help our campaign today! http://bit.ly/6pHItl #mapoli	neutral	wding		
35418669.0	Hobermikersmith	Kind of sad that only in America could not going far enough to do the right thing be considered ''landmark''. #p2 #hcr	negative	squeaky		
7234682.0	QueenofSpain	and did Rep. Smith really just say #hcr will mean more ''dead babies'' .... #myheadhurts	positive	speriosu		
14262217.0	stales	For every minute the house continues to argue about #HCR... TWO more people die of heart attacks.	positive	speriosu		
34871734.0	andekelley	Barbara Lee speaks for me #hcr	unsure	squeaky	could be positive statement, or sarcastic one	
20989764.0	BLeeDrake	Rep Langevin (D-RI) - if we secure #hcr today, we know many Americans will wake up to a better tomorrow for themselves and their families.	positive	efp		
28902856.0	Todd_Zwillich	RT @brikeilarcnn: Rep. Bart Stupak just announced a 4 p.m. press conference. #hcr	neutral	squeaky		
124875109.0	ObamaWorlds	michellemalkin: Procedural vote to move forward on #hcr passes 228-195	neutral	squeaky		
24771318.0	ThePhoenixSun	Tea Party'' thugs spit on Black Rep, shout ''Kill the bill, nigger'' at Rep John Lewis. http://bit.ly/9dDoQS #hcr #news #tcot #p2 Plz RT	neutral	speriosu		
7387552.0	iSebastian_23	RT @1nv1ctus RT @chelseablobs: How can Republicans be 'pro-life' when they are letting innocent people die by not voting for #HCR ? #c-span	positive	speriosu		
15950463.0	christinakb	BREAKING FROM CAP HILL: Mike Pence just came out onto the balcony w/a sign: ''DEMS DON'T HAVE THE VOTES'' #tcot #hcr #th2dc	neutral	squeaky		
20351289.0	thehighsign	According to my pal Tim Noah, who's been covering #hcr for Slate, passage of the bill is all but a done deal as of now.Please be right, Tim.	positive	speriosu		
30521028.0	PopulrDiscourse	The house is getting rowdy. #hcr very lively debate.	neutral	speriosu		
1653161.0	MarkUrbin	RT @christinakb BREAKING FROM CAP HILL: Mike Pence just came out onto the balcony w/a sign: ''DEMS DON'T HAVE THE VOTES'' #tcot #hcr #th2dc	neutral	speriosu		
14262217.0	stales	If I get hypertension watching #HCR #CSPAN is that considered a pre-existing condition next time I go to the doctor?	negative	squeaky	sarcastic comment	
15451696.0	BradleySRees	RT @christinakb BREAKING FROM CAP HILL: Mike Pence just came out onto the balcony w/a sign: ''DEMS DON'T HAVE THE VOTES'' |#hcr #handsoff	neutral	speriosu		
101896529.0	huffpostcollege	The Health Care Vote Is Also HUGE For The Future Of Student Aid ... More Info Here: http://bit.ly/dj4ATM #HCR #SAFRA	neutral	wding		
29033216.0	SKYYRattler	I can't see why #HCR would NOT be passed! What's the alternative?!? The status quo with morbidity	positive	speriosu		
5956042.0	Izzy_O	CNN quoting Dem leaders as having the votes #hcr	neutral	speriosu		
31449275.0	jelunde	Here we go, ''the chair will no longer listen to anyone who is not voting yes for #hcr. Thank You'' #tragic #needtowatchcspanmore #tcot #hcr	unsure	squeaky	could be report of someone else's negative comment, since in quotations.	
15675138.0	cspan	Rep. Bart Stupak (D-MI) News conference - LIVE at 4:00pm ET at www.c-span.org #cspan #hcr	neutral	speriosu		
32517594.0	RonSupportsYou	Norm Ornstein: ''If Tom Daschle had been confirmed before Tim Geithner, you would have seen a #hcr signing ceremony 4 months ago.'' I agree.	positive	jbaldridge		
30330165.0	Jumex	Watching C-Span today isn't for the faint of heart. #hcr	neutral	speriosu		
21417832.0	standinthegap	#HCR WATCH => Unless deal struck w/ Stupak, Dems appear 2B short on votes http://tiny.cc/0wnst RT @MicheleBachmann #killthebill #tcot #sgp	negative	jbaldridge		
25911044.0	Drsforamerica	At Doctors for America, thousands and thousands of doctors have been fighting for #healthreform for more than a year. #hcr	neutral	speriosu		
17241517.0	argylestyle	I wonder how many of those #hcr protestors took the government run public transportation to get to their anti govt rally?	positive	speriosu		
19739126.0	ChiefDeputyWhip	Slaughter's scheme makes Senate bill law with all its backroom deals. We need to stop and start over. #hcr #tcot #hc #sgp	negative	jbaldridge		
15976697.0	michellemalkin	RT @marcambinder: White House official says text of Executive Order will be released ''very soon.'' #hcr	neutral	speriosu		
15356145.0	NewsTrust	How are the news media covering today's vote on the health care bill? Check out the best coverage on @NewsTrust: http://bit.ly/4PVhA #hcr	neutral	speriosu		
20252085.0	mrdaveyd	Healthcare should be a human right guranteed to every human being no matter race, color & creed..it should not be for profit ever!  #hcr	positive	jbaldridge		
59801837.0	AULAction	Call Rep. Paul Kanjorski at (202) 225-6511and urge him to vote NO on #hcr	negative	wding		
21417832.0	standinthegap	GOVT #HCR ALREADY FAILS => Medicare Denies More Claims than Top Providers http://bit.ly/25UCkD #sgp #ocra #tcot #teaparty #killthebill #rs	negative	jbaldridge		
37049965.0	jeffersondewitt	RT @fivethirtyeight: CNN: Steve Driehaus will vote YES. #hcr	neutral	jbaldridge		
11270992.0	OpenCongress	Via @jcohntnr, here's a timely & thoughtful piece by @ezraklein on who #hcr really targets to help in America: http://tinyurl.com/yhtwk35	positive	jbaldridge		
20004153.0	newriverone	We're saying NO because it's unconstitutional, vastly increases gov't, and infringes on our rights & liberty. DOH! #hcr #c-span	negative	wding		
14370357.0	dbrauer	We'll soon see: The Hill says Stupak group voting yes on #hcr. http://bit.ly/alVTZo	neutral	wding		
75139010.0	lilleth71	More Buying of Votes >>> Insurers, Doctor-Owned Hospitals Get Late Help - ABC News: http://bit.ly/bwG5TX #tcot #hcr #killbill	neutral	wding		
16906137.0	pourmecoffee	President of National Association for the Advancement of Bart Stupak to speak at 4:00 on #hcr deal.	neutral	wding		
30313925.0	whitehouse	Orszag hits back hard at #hcr fiscal critics http://bit.ly/cE28Z9	neutral	wding		
18622869.0	ezraklein	Glad to see @EvaLongoria whipping for #HCR.	negative	wding		
29716801.0	Paceset9999	RT @lilleth71  More Buying of Votes >>> Insurers, Doctor-Owned Hospitals Get Late Help - ABC News: http://bit.ly/bwG5TX #tcot #hcr	neutral	wding		
63013144.0	srjones66	RT @Proudlib: Whoa...Bush speechwriter saying #hcr could be the REPUBLICANS' Waterloo.	negative	wding		
33715192.0	healthpolicygrp	How long can they do that? @bacigalupe'' Via @CQHealthTweet: Last votes expected 10 to 11 p.m. #hcr #healthcare	neutral	wding		
49114922.0	angelpod	#killthebill ``If you vote for this #hcr bill, never again can you claim to be pro-life.'' Suzanne Kosmas (FL-24) - (202) 225-2706 #tcot #p2	negative	wding		
121854886.0	TheRealMike76	POLLING PROOF: VOTE YES TODAY -- SAY BYE BYE IN NOV @frankpallone @repperlmutter @cbrangel #tweetcongress #hcr...	negative	wding		
16984304.0	mikewaters	POLLING PROOF: VOTE YES TODAY -- SAY BYE BYE IN NOV @frankpallone @repperlmutter @cbrangel #tweetcongress #hcr...	negative	wding		
22069212.0	Laura__Martin	RT @atdleft: http://bit.ly/btHfOe Stupak folds, Obama exec order here, #hcr now set to pass	neutral	wding		
19739126.0	ChiefDeputyWhip	RT @BuckMcKeon VFW: #HCR Bill Betrays Veterans- dsn't protect #hc programs for vets, service-members or their families http://ow.ly/1p5jt	negative	wding		
16082787.0	slackadjuster	Congrats to all of you that have debated blogged called E-mailed tweeted There were setbacks advances ! THIS #HCR PARTY IS FOR U	positive	jbaldridge		
14129299.0	nicopitney	As @RyanGrim notes, with the Stupak crowd in hand, Pelosi would now have had enough votes for a public option #hcr	neutral	supadhyay		
44902087.0	Sr_Lisa	Our blood is on #Stupak 's hands if #hcr passes today.	negative	supadhyay		
14960700.0	Populista	I'm proud to have you as the cook Rep. Slaughter. You rock. #hcr #ptdb	positive	supadhyay		
63139415.0	TheCalif4nian	@AlanGrayson Millions of Americans are holding their breath today, hoping to learn if they'll finally be able to see a doctor tomorrow. #HCR	neutral	supadhyay		
18464266.0	peterdaou	Seriously, Republicans shouldn't be so dismayed. After all we're talking about helping more Americans get health coverage #hcr	positive	supadhyay		
14832751.0	cboyack	Don't vote ''yes'' because you feel it's good for America. Vote ''yes'' b/c you were bribed or lied to, having not read the bill yourself. #hcr	negative	supadhyay		
40471894.0	DesireePaquette	RT @amy_vrwc: SEIU busing in protestors to the Hill...if you're a patriot in the DC area, get to the Hill NOW. #tcot #hcr #killthebill	negative	supadhyay		
56864092.0	RepMikeQuigley	Mike will vote 'yes' on health care provided there is no compromise on choice in the bill #hcrvote http://bit.ly/aFCr3U	neutral	supadhyay		
33276380.0	RebelRx06	I'm taking a break from this healthcare mess and watching the Rockies vs Royals!  Go Rockies!  #killthebill #hcr #Rockies	neutral	supadhyay		
59171312.0	bemusedmuse	Every single person I encounter wants #HCR, this bill & a whole lot more. Along w/ my prof. org and Catholic hospital I work for. Get a grip	positive	supadhyay		
60113766.0	Conservativeind	Obama's #HCR bill is going to KILL 700,000 jobs, NOT CREATE THEM. #p2 #tcot #hc http://bit.ly/bNZDyb #gopcodered	negative	supadhyay		
24431892.0	markos	RT @nicopitney: As @RyanGrim notes, with the Stupak crowd in hand, Pelosi would now have had enough votes for a public option #hcr	neutral	supadhyay		
120327191.0	burntpowder	RT @Conservativeind: Obama's #HCR bill is going to KILL 700,000 jobs, NOT CREATE THEM. #p2 #tcot #hc http://bit.ly/bNZDyb #IMPEACH #TREASON	negative	supadhyay		
11270992.0	OpenCongress	The cool-as-heck ''Whipometer'' by @slate puts the chance of #hcr now passing at 98% with Stupak's support: http://www.slate.com/id/2247673/	neutral	supadhyay		
820694.0	blogdiva	if it is going to protect 11,000 families from bankruptcy, then RADICALIZE ME --Rep Alcee Hastings on #HCR	positive	supadhyay		
6685382.0	Thatcher	State of Florida to file suit the moment Obama signs #hcr	neutral	supadhyay		
23208160.0	IKIDYOUNOT	RT @Thatcher: State of Florida to file suit the moment Obama signs #hcr	neutral	supadhyay		
